TyreLife,Stint,LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound_MEDIUM,Compound_SOFT,RaceName_Bahrain,RaceName_China,RaceName_Emilia Romagna,RaceName_Japan,RaceName_Miami,RaceName_Monaco,RaceName_Saudi Arabia
32.0,2.0,33.0,197.0,178.0,258.0,271.0,True,False,False,False,False,False,False,True,False
24.0,2.0,45.0,210.0,257.0,279.0,286.0,False,False,False,False,True,False,False,False,False
7.0,2.0,8.0,275.0,303.0,258.0,303.0,False,False,False,False,False,True,False,False,False
23.0,3.0,45.0,276.0,301.0,258.0,302.0,False,False,False,False,False,True,False,False,False
5.0,1.0,5.0,275.0,325.0,306.0,308.0,True,False,False,False,False,False,False,False,False
5.0,3.0,39.0,234.0,258.0,280.0,304.0,False,False,True,False,False,False,False,False,False
25.0,2.0,32.0,293.0,312.0,300.0,318.0,False,False,False,False,False,False,False,False,True
7.0,1.0,7.0,275.0,267.0,258.0,328.0,True,False,False,True,False,False,False,False,False
15.0,3.0,38.0,214.0,186.0,278.0,318.0,True,False,False,False,False,False,True,False,False
11.0,1.0,8.0,232.0,261.0,278.0,302.0,False,True,True,False,False,False,False,False,False
14.0,2.0,36.0,273.0,269.0,259.0,309.0,False,False,False,True,False,False,False,False,False
24.0,1.0,24.0,213.0,253.0,279.0,289.0,False,False,False,False,True,False,False,False,False
3.0,2.0,12.0,232.0,243.0,278.0,301.0,False,False,True,False,False,False,False,False,False
22.0,2.0,22.0,193.0,167.0,263.0,281.0,False,False,False,False,False,False,False,True,False
2.0,2.0,14.0,213.0,250.0,277.0,281.0,False,False,False,False,True,False,False,False,False
24.0,3.0,52.0,235.0,251.0,280.0,298.0,False,False,True,False,False,False,False,False,False
17.0,3.0,52.0,279.0,305.0,293.0,298.0,False,False,False,False,False,False,False,False,False
18.0,2.0,30.0,214.0,248.0,277.0,288.0,False,False,False,False,True,False,False,False,False
11.0,2.0,24.0,235.0,249.0,279.0,301.0,False,False,True,False,False,False,False,False,False
16.0,3.0,49.0,279.0,304.0,293.0,297.0,False,False,False,False,False,False,False,False,False
2.0,2.0,13.0,211.0,185.0,274.0,315.0,False,False,False,False,False,False,True,False,False
9.0,1.0,9.0,232.0,244.0,279.0,298.0,False,True,True,False,False,False,False,False,False
54.0,2.0,55.0,185.0,179.0,268.0,282.0,False,False,False,False,False,False,False,True,False
8.0,2.0,36.0,215.0,184.0,277.0,312.0,False,False,False,False,False,False,True,False,False
3.0,3.0,25.0,279.0,296.0,255.0,294.0,False,False,False,False,False,True,False,False,False
10.0,3.0,49.0,282.0,304.0,293.0,293.0,False,False,False,False,False,False,False,False,False
7.0,2.0,19.0,232.0,252.0,279.0,292.0,False,False,True,False,False,False,False,False,False
9.0,1.0,9.0,275.0,305.0,290.0,297.0,False,False,False,False,False,False,False,False,False
4.0,3.0,37.0,237.0,250.0,280.0,304.0,False,False,True,False,False,False,False,False,False
5.0,3.0,45.0,273.0,294.0,290.0,284.0,False,False,False,False,False,False,False,False,False
23.0,2.0,31.0,211.0,254.0,280.0,289.0,False,False,False,False,True,False,False,False,False
30.0,4.0,52.0,278.0,300.0,255.0,302.0,False,False,False,False,False,True,False,False,False
4.0,1.0,4.0,209.0,180.0,280.0,309.0,True,False,False,False,False,False,True,False,False
13.0,2.0,13.0,170.0,172.0,256.0,268.0,True,False,False,False,False,False,False,True,False
34.0,2.0,35.0,190.0,172.0,258.0,271.0,True,False,False,False,False,False,False,True,False
22.0,2.0,44.0,271.0,269.0,260.0,307.0,False,False,False,True,False,False,False,False,False
26.0,2.0,27.0,186.0,174.0,256.0,276.0,True,False,False,False,False,False,False,True,False
9.0,2.0,23.0,276.0,303.0,291.0,296.0,False,False,False,False,False,False,False,False,False
17.0,1.0,17.0,214.0,253.0,276.0,285.0,True,False,False,False,True,False,False,False,False
30.0,2.0,42.0,212.0,186.0,279.0,319.0,False,False,False,False,False,False,True,False,False
15.0,3.0,45.0,232.0,257.0,279.0,290.0,False,False,True,False,False,False,False,False,False
38.0,2.0,49.0,216.0,256.0,280.0,288.0,False,False,False,False,True,False,False,False,False
25.0,5.0,45.0,219.0,257.0,280.0,284.0,True,False,False,False,True,False,False,False,False
31.0,2.0,39.0,214.0,254.0,279.0,289.0,False,False,False,False,True,False,False,False,False
18.0,1.0,18.0,209.0,184.0,275.0,310.0,True,False,False,False,False,False,True,False,False
16.0,2.0,17.0,202.0,175.0,253.0,273.0,False,False,False,False,False,False,False,True,False
32.0,2.0,56.0,213.0,184.0,276.0,322.0,False,False,False,False,False,False,True,False,False
14.0,1.0,11.0,233.0,259.0,278.0,303.0,False,True,True,False,False,False,False,False,False
6.0,4.0,34.0,213.0,185.0,277.0,316.0,True,False,False,False,False,False,True,False,False
5.0,2.0,5.0,278.0,295.0,253.0,298.0,True,False,False,False,False,True,False,False,False
14.0,3.0,50.0,275.0,296.0,290.0,289.0,False,False,False,False,False,False,False,False,False
21.0,2.0,22.0,185.0,175.0,266.0,282.0,False,False,False,False,False,False,False,True,False
15.0,2.0,26.0,213.0,254.0,281.0,286.0,False,False,False,False,True,False,False,False,False
53.0,2.0,53.0,188.0,181.0,250.0,270.0,False,False,False,False,False,False,False,True,False
26.0,2.0,27.0,180.0,170.0,256.0,277.0,False,False,False,False,False,False,False,True,False
42.0,2.0,49.0,287.0,302.0,293.0,309.0,False,False,False,False,False,False,False,False,True
11.0,2.0,38.0,215.0,254.0,279.0,286.0,False,False,False,False,True,False,False,False,False
45.0,2.0,57.0,216.0,251.0,278.0,289.0,False,False,False,False,True,False,False,False,False
14.0,3.0,48.0,213.0,186.0,280.0,317.0,True,False,False,False,False,False,True,False,False
21.0,2.0,28.0,290.0,326.0,310.0,331.0,False,False,False,False,False,False,False,False,True
10.0,3.0,41.0,234.0,256.0,278.0,293.0,False,False,True,False,False,False,False,False,False
8.0,2.0,9.0,182.0,176.0,256.0,276.0,True,False,False,False,False,False,False,True,False
6.0,4.0,39.0,281.0,300.0,256.0,296.0,False,False,False,False,False,True,False,False,False
20.0,2.0,31.0,211.0,249.0,277.0,289.0,False,False,False,False,True,False,False,False,False
16.0,4.0,54.0,270.0,263.0,256.0,304.0,True,False,False,True,False,False,False,False,False
39.0,3.0,53.0,199.0,180.0,269.0,281.0,False,False,False,False,False,False,False,True,False
8.0,2.0,9.0,176.0,179.0,263.0,276.0,True,False,False,False,False,False,False,True,False
21.0,3.0,48.0,282.0,307.0,293.0,307.0,False,False,False,False,False,False,False,False,False
15.0,3.0,43.0,216.0,186.0,281.0,319.0,True,False,False,False,False,False,True,False,False
8.0,2.0,49.0,290.0,306.0,294.0,308.0,False,True,False,False,False,False,False,False,True
10.0,2.0,24.0,236.0,251.0,280.0,301.0,False,False,True,False,False,False,False,False,False
7.0,2.0,16.0,226.0,249.0,278.0,296.0,False,False,True,False,False,False,False,False,False
9.0,2.0,21.0,214.0,182.0,277.0,318.0,False,False,False,False,False,False,True,False,False
20.0,2.0,47.0,214.0,186.0,277.0,312.0,False,False,False,False,False,False,True,False,False
7.0,3.0,40.0,237.0,258.0,277.0,303.0,False,False,True,False,False,False,False,False,False
65.0,2.0,66.0,200.0,181.0,258.0,276.0,True,False,False,False,False,False,False,True,False
3.0,4.0,35.0,277.0,301.0,257.0,301.0,False,False,False,False,False,True,False,False,False
33.0,2.0,55.0,215.0,185.0,278.0,315.0,False,False,False,False,False,False,True,False,False
7.0,2.0,19.0,232.0,252.0,285.0,315.0,False,False,True,False,False,False,False,False,False
33.0,1.0,33.0,291.0,311.0,298.0,315.0,True,False,False,False,False,False,False,False,True
21.0,2.0,32.0,214.0,253.0,277.0,286.0,False,False,False,False,True,False,False,False,False
14.0,2.0,29.0,233.0,232.0,277.0,297.0,False,False,True,False,False,False,False,False,False
40.0,2.0,47.0,290.0,305.0,295.0,309.0,False,False,False,False,False,False,False,False,True
17.0,2.0,27.0,230.0,251.0,275.0,289.0,False,False,True,False,False,False,False,False,False
24.0,1.0,24.0,210.0,183.0,274.0,318.0,True,False,False,False,False,False,True,False,False
34.0,2.0,51.0,275.0,267.0,258.0,307.0,False,False,False,True,False,False,False,False,False
66.0,2.0,66.0,205.0,193.0,261.0,281.0,False,False,False,False,False,False,False,True,False
27.0,1.0,27.0,285.0,300.0,294.0,306.0,True,False,False,False,False,False,False,False,True
15.0,1.0,15.0,274.0,267.0,254.0,317.0,False,False,False,True,False,False,False,False,False
11.0,2.0,18.0,288.0,312.0,306.0,319.0,False,False,False,False,False,False,False,False,True
12.0,2.0,19.0,285.0,300.0,293.0,307.0,False,False,False,False,False,False,False,False,True
32.0,3.0,56.0,276.0,269.0,258.0,304.0,False,False,False,True,False,False,False,False,False
23.0,2.0,24.0,273.0,294.0,253.0,295.0,True,False,False,False,False,True,False,False,False
4.0,3.0,39.0,276.0,307.0,295.0,298.0,False,False,False,False,False,False,False,False,False
8.0,3.0,15.0,277.0,302.0,259.0,307.0,False,False,False,False,False,True,False,False,False
27.0,2.0,63.0,216.0,258.0,280.0,288.0,False,False,False,False,True,False,False,False,False
23.0,4.0,45.0,268.0,297.0,255.0,297.0,False,False,False,False,False,True,False,False,False
2.0,2.0,26.0,218.0,255.0,280.0,288.0,False,False,False,False,True,False,False,False,False
12.0,2.0,25.0,235.0,257.0,279.0,302.0,False,False,True,False,False,False,False,False,False
7.0,2.0,12.0,271.0,302.0,289.0,295.0,False,False,False,False,False,False,False,False,False
20.0,1.0,20.0,210.0,184.0,274.0,313.0,True,False,False,False,False,False,True,False,False
31.0,2.0,50.0,213.0,184.0,276.0,314.0,False,False,False,False,False,False,True,False,False
13.0,2.0,42.0,211.0,186.0,275.0,316.0,False,False,False,False,False,False,True,False,False
21.0,2.0,22.0,181.0,171.0,256.0,262.0,False,False,False,False,False,False,False,True,False
55.0,2.0,55.0,201.0,191.0,259.0,279.0,False,False,False,False,False,False,False,True,False
32.0,2.0,44.0,214.0,187.0,279.0,315.0,False,False,False,False,False,False,True,False,False
19.0,4.0,45.0,281.0,300.0,256.0,298.0,False,False,False,False,False,True,False,False,False
14.0,3.0,42.0,213.0,188.0,286.0,340.0,True,False,False,False,False,False,True,False,False
29.0,2.0,36.0,287.0,303.0,296.0,312.0,False,False,False,False,False,False,False,False,True
9.0,3.0,32.0,280.0,300.0,255.0,299.0,False,False,False,False,False,True,False,False,False
15.0,3.0,41.0,277.0,298.0,256.0,298.0,False,False,False,False,False,True,False,False,False
12.0,3.0,39.0,277.0,303.0,291.0,304.0,False,False,False,False,False,False,False,False,False
12.0,1.0,12.0,268.0,262.0,255.0,307.0,True,False,False,True,False,False,False,False,False
18.0,2.0,55.0,214.0,258.0,281.0,285.0,False,False,False,False,True,False,False,False,False
13.0,3.0,36.0,271.0,269.0,259.0,312.0,False,False,False,True,False,False,False,False,False
9.0,1.0,9.0,228.0,253.0,279.0,292.0,False,True,True,False,False,False,False,False,False
14.0,1.0,11.0,233.0,258.0,282.0,300.0,False,True,True,False,False,False,False,False,False
19.0,4.0,51.0,277.0,302.0,257.0,301.0,False,False,False,False,False,True,False,False,False
17.0,2.0,18.0,233.0,249.0,279.0,304.0,False,False,True,False,False,False,False,False,False
18.0,2.0,18.0,177.0,182.0,255.0,273.0,True,False,False,False,False,False,False,True,False
50.0,2.0,51.0,196.0,186.0,265.0,279.0,False,False,False,False,False,False,False,True,False
12.0,4.0,55.0,276.0,271.0,260.0,308.0,True,False,False,True,False,False,False,False,False
2.0,2.0,3.0,170.0,170.0,257.0,282.0,True,False,False,False,False,False,False,True,False
4.0,3.0,31.0,278.0,303.0,290.0,295.0,False,False,False,False,False,False,False,False,False
31.0,2.0,53.0,215.0,185.0,280.0,320.0,False,False,False,False,False,False,True,False,False
14.0,2.0,47.0,294.0,314.0,301.0,318.0,False,True,False,False,False,False,False,False,True
6.0,2.0,13.0,286.0,321.0,307.0,329.0,False,False,False,False,False,False,False,False,True
2.0,4.0,36.0,280.0,301.0,258.0,295.0,True,False,False,False,False,True,False,False,False
16.0,2.0,17.0,278.0,301.0,255.0,301.0,False,False,False,False,False,True,False,False,False
22.0,2.0,29.0,283.0,295.0,291.0,302.0,False,False,False,False,False,False,False,False,True
7.0,1.0,7.0,212.0,184.0,272.0,312.0,True,False,False,False,False,False,True,False,False
38.0,2.0,39.0,190.0,175.0,256.0,275.0,False,False,False,False,False,False,False,True,False
9.0,5.0,39.0,275.0,270.0,258.0,309.0,False,False,False,True,False,False,False,False,False
20.0,3.0,32.0,280.0,296.0,256.0,297.0,False,False,False,False,False,True,False,False,False
19.0,3.0,46.0,280.0,308.0,293.0,307.0,False,False,False,False,False,False,False,False,False
12.0,3.0,35.0,273.0,266.0,258.0,308.0,False,False,False,True,False,False,False,False,False
11.0,2.0,12.0,196.0,176.0,252.0,271.0,False,False,False,False,False,False,False,True,False
23.0,2.0,34.0,237.0,260.0,281.0,296.0,False,False,True,False,False,False,False,False,False
32.0,2.0,54.0,220.0,259.0,283.0,289.0,False,False,False,False,True,False,False,False,False
26.0,2.0,38.0,214.0,251.0,278.0,286.0,False,False,False,False,True,False,False,False,False
4.0,2.0,10.0,271.0,299.0,290.0,287.0,False,False,False,False,False,False,False,False,False
10.0,1.0,7.0,228.0,249.0,282.0,315.0,False,True,True,False,False,False,False,False,False
9.0,1.0,9.0,214.0,253.0,278.0,287.0,True,False,False,False,True,False,False,False,False
12.0,3.0,40.0,235.0,245.0,281.0,301.0,False,False,True,False,False,False,False,False,False
22.0,1.0,22.0,284.0,302.0,293.0,303.0,True,False,False,False,False,False,False,False,True
65.0,2.0,66.0,205.0,194.0,260.0,279.0,True,False,False,False,False,False,False,True,False
10.0,1.0,10.0,213.0,250.0,278.0,283.0,True,False,False,False,True,False,False,False,False
16.0,3.0,39.0,270.0,269.0,259.0,314.0,False,False,False,True,False,False,False,False,False
17.0,2.0,17.0,190.0,169.0,261.0,280.0,False,False,False,False,False,False,False,True,False
10.0,1.0,10.0,273.0,264.0,254.0,312.0,True,False,False,True,False,False,False,False,False
18.0,2.0,33.0,233.0,247.0,278.0,299.0,False,False,True,False,False,False,False,False,False
23.0,1.0,23.0,213.0,254.0,278.0,287.0,True,False,False,False,True,False,False,False,False
27.0,3.0,56.0,214.0,187.0,284.0,332.0,True,False,False,False,False,False,True,False,False
20.0,2.0,36.0,274.0,300.0,287.0,320.0,True,False,False,False,False,False,False,False,False
14.0,3.0,36.0,279.0,300.0,258.0,298.0,False,False,False,False,False,True,False,False,False
14.0,2.0,47.0,215.0,251.0,281.0,284.0,True,False,False,False,True,False,False,False,False
12.0,2.0,26.0,230.0,255.0,285.0,321.0,False,False,True,False,False,False,False,False,False
11.0,1.0,10.0,270.0,296.0,288.0,319.0,False,False,False,False,False,False,False,False,False
18.0,1.0,18.0,216.0,251.0,278.0,285.0,False,False,False,False,True,False,False,False,False
11.0,3.0,45.0,277.0,300.0,291.0,293.0,False,False,False,False,False,False,False,False,False
20.0,2.0,31.0,236.0,260.0,279.0,300.0,False,False,True,False,False,False,False,False,False
6.0,2.0,15.0,267.0,260.0,254.0,306.0,False,False,False,True,False,False,False,False,False
6.0,3.0,26.0,235.0,247.0,280.0,301.0,False,False,True,False,False,False,False,False,False
6.0,2.0,13.0,285.0,322.0,298.0,314.0,False,False,False,False,False,False,False,False,True
28.0,2.0,34.0,291.0,320.0,311.0,328.0,False,False,False,False,False,False,False,False,True
13.0,3.0,18.0,274.0,303.0,257.0,300.0,False,False,False,False,False,True,False,False,False
32.0,2.0,53.0,208.0,185.0,279.0,317.0,True,False,False,False,False,False,True,False,False
7.0,1.0,7.0,269.0,261.0,254.0,324.0,True,False,False,True,False,False,False,False,False
10.0,1.0,10.0,208.0,182.0,275.0,317.0,True,False,False,False,False,False,True,False,False
15.0,1.0,15.0,209.0,182.0,274.0,316.0,True,False,False,False,False,False,True,False,False
13.0,1.0,13.0,274.0,265.0,257.0,313.0,False,False,False,True,False,False,False,False,False
4.0,1.0,4.0,209.0,185.0,274.0,328.0,True,False,False,False,False,False,True,False,False
12.0,1.0,12.0,210.0,247.0,277.0,282.0,True,False,False,False,True,False,False,False,False
6.0,2.0,15.0,231.0,242.0,280.0,298.0,False,False,True,False,False,False,False,False,False
21.0,2.0,34.0,211.0,252.0,280.0,284.0,False,False,False,False,True,False,False,False,False
3.0,1.0,3.0,272.0,316.0,303.0,310.0,True,False,False,False,False,False,False,False,False
33.0,2.0,58.0,215.0,256.0,280.0,287.0,False,False,False,False,True,False,False,False,False
10.0,3.0,44.0,234.0,262.0,281.0,300.0,False,False,True,False,False,False,False,False,False
12.0,3.0,26.0,277.0,298.0,254.0,300.0,True,False,False,False,False,True,False,False,False
40.0,2.0,47.0,295.0,320.0,296.0,318.0,False,False,False,False,False,False,False,False,True
17.0,3.0,45.0,236.0,254.0,281.0,302.0,False,False,True,False,False,False,False,False,False
6.0,1.0,6.0,213.0,254.0,277.0,286.0,True,False,False,False,True,False,False,False,False
7.0,3.0,20.0,277.0,298.0,255.0,288.0,True,False,False,False,False,True,False,False,False
32.0,2.0,39.0,289.0,311.0,295.0,312.0,False,False,False,False,False,False,False,False,True
51.0,2.0,52.0,198.0,188.0,256.0,276.0,False,False,False,False,False,False,False,True,False
60.0,2.0,61.0,190.0,180.0,259.0,271.0,True,False,False,False,False,False,False,True,False
6.0,3.0,37.0,232.0,255.0,277.0,291.0,False,False,True,False,False,False,False,False,False
41.0,2.0,42.0,199.0,179.0,256.0,275.0,True,False,False,False,False,False,False,True,False
17.0,1.0,17.0,284.0,302.0,295.0,308.0,True,False,False,False,False,False,False,False,True
8.0,4.0,41.0,279.0,298.0,257.0,296.0,False,False,False,False,False,True,False,False,False
8.0,2.0,9.0,197.0,177.0,252.0,271.0,False,False,False,False,False,False,False,True,False
9.0,1.0,9.0,273.0,264.0,259.0,331.0,True,False,False,True,False,False,False,False,False
8.0,2.0,25.0,276.0,325.0,304.0,299.0,True,False,False,False,False,False,False,False,False
23.0,2.0,44.0,214.0,256.0,279.0,286.0,False,False,False,False,True,False,False,False,False
12.0,1.0,12.0,205.0,183.0,272.0,307.0,False,False,False,False,False,False,True,False,False
20.0,2.0,28.0,213.0,253.0,278.0,284.0,False,False,False,False,True,False,False,False,False
9.0,1.0,9.0,267.0,263.0,255.0,309.0,True,False,False,True,False,False,False,False,False
2.0,1.0,2.0,232.0,247.0,287.0,299.0,False,True,True,False,False,False,False,False,False
12.0,4.0,45.0,282.0,298.0,257.0,295.0,False,False,False,False,False,True,False,False,False
11.0,4.0,46.0,276.0,301.0,304.0,294.0,False,False,False,False,False,False,False,False,False
6.0,4.0,49.0,279.0,271.0,260.0,333.0,True,False,False,True,False,False,False,False,False
4.0,2.0,21.0,235.0,251.0,278.0,293.0,False,False,True,False,False,False,False,False,False
22.0,3.0,73.0,208.0,193.0,269.0,283.0,False,False,False,False,False,False,False,True,False
9.0,1.0,6.0,230.0,247.0,286.0,301.0,False,True,True,False,False,False,False,False,False
3.0,4.0,37.0,282.0,298.0,258.0,298.0,False,False,False,False,False,True,False,False,False
19.0,2.0,44.0,215.0,253.0,282.0,286.0,False,False,False,False,True,False,False,False,False
3.0,1.0,3.0,283.0,293.0,291.0,303.0,True,False,False,False,False,False,False,False,True
23.0,2.0,40.0,277.0,308.0,301.0,291.0,False,False,False,False,False,False,False,False,False
4.0,1.0,4.0,273.0,322.0,299.0,312.0,True,False,False,False,False,False,False,False,False
10.0,2.0,38.0,214.0,184.0,283.0,328.0,False,True,False,False,False,False,True,False,False
60.0,3.0,74.0,189.0,180.0,271.0,285.0,False,False,False,False,False,False,False,True,False
23.0,2.0,30.0,289.0,324.0,312.0,338.0,False,False,False,False,False,False,False,False,True
23.0,3.0,57.0,238.0,271.0,281.0,303.0,False,False,True,False,False,False,False,False,False
5.0,1.0,5.0,286.0,321.0,309.0,329.0,True,False,False,False,False,False,False,False,True
10.0,3.0,22.0,272.0,298.0,256.0,298.0,True,False,False,False,False,True,False,False,False
19.0,2.0,41.0,221.0,256.0,283.0,291.0,False,False,False,False,True,False,False,False,False
67.0,2.0,68.0,201.0,182.0,258.0,276.0,True,False,False,False,False,False,False,True,False
39.0,2.0,52.0,216.0,256.0,284.0,274.0,False,False,False,False,True,False,False,False,False
38.0,2.0,46.0,207.0,251.0,279.0,282.0,False,False,False,False,True,False,False,False,False
24.0,1.0,24.0,210.0,253.0,279.0,284.0,False,False,False,False,True,False,False,False,False
9.0,2.0,16.0,282.0,296.0,292.0,304.0,False,False,False,False,False,False,False,False,True
4.0,2.0,12.0,269.0,260.0,253.0,307.0,False,False,False,True,False,False,False,False,False
12.0,5.0,42.0,276.0,271.0,260.0,308.0,False,False,False,True,False,False,False,False,False
4.0,3.0,33.0,275.0,298.0,289.0,293.0,False,False,False,False,False,False,False,False,False
23.0,2.0,29.0,288.0,315.0,305.0,317.0,False,False,False,False,False,False,False,False,True
22.0,4.0,48.0,281.0,300.0,257.0,300.0,False,False,False,False,False,True,False,False,False
5.0,2.0,42.0,218.0,257.0,282.0,285.0,True,False,False,False,True,False,False,False,False
27.0,2.0,34.0,288.0,323.0,309.0,338.0,False,False,False,False,False,False,False,False,True
14.0,1.0,14.0,214.0,254.0,275.0,287.0,True,False,False,False,True,False,False,False,False
29.0,3.0,52.0,278.0,268.0,257.0,309.0,False,False,False,True,False,False,False,False,False
30.0,2.0,30.0,181.0,174.0,249.0,271.0,False,False,False,False,False,False,False,True,False
35.0,2.0,52.0,276.0,267.0,258.0,308.0,False,False,False,True,False,False,False,False,False
2.0,3.0,24.0,277.0,301.0,258.0,301.0,False,False,False,False,False,True,False,False,False
2.0,3.0,29.0,277.0,301.0,289.0,295.0,False,False,False,False,False,False,False,False,False
33.0,2.0,57.0,216.0,253.0,281.0,296.0,False,False,False,False,True,False,False,False,False
6.0,3.0,13.0,277.0,298.0,254.0,301.0,False,False,False,False,False,True,False,False,False
17.0,2.0,29.0,235.0,265.0,279.0,303.0,False,False,True,False,False,False,False,False,False
35.0,2.0,36.0,195.0,179.0,256.0,275.0,True,False,False,False,False,False,False,True,False
5.0,2.0,12.0,288.0,318.0,306.0,328.0,False,False,False,False,False,False,False,False,True
26.0,2.0,49.0,210.0,185.0,283.0,327.0,True,False,False,False,False,False,True,False,False
3.0,1.0,3.0,202.0,184.0,279.0,316.0,False,True,False,False,False,False,True,False,False
11.0,1.0,11.0,212.0,251.0,278.0,283.0,True,False,False,False,True,False,False,False,False
32.0,2.0,57.0,210.0,253.0,281.0,288.0,False,False,False,False,True,False,False,False,False
56.0,2.0,57.0,197.0,181.0,257.0,278.0,True,False,False,False,False,False,False,True,False
2.0,1.0,2.0,277.0,269.0,260.0,338.0,True,False,False,True,False,False,False,False,False
22.0,3.0,45.0,215.0,185.0,277.0,319.0,True,False,False,False,False,False,True,False,False
11.0,3.0,39.0,231.0,261.0,281.0,296.0,False,False,True,False,False,False,False,False,False
20.0,3.0,55.0,278.0,302.0,293.0,300.0,False,False,False,False,False,False,False,False,False
7.0,1.0,7.0,231.0,247.0,284.0,318.0,False,True,True,False,False,False,False,False,False
9.0,1.0,9.0,208.0,251.0,278.0,286.0,True,False,False,False,True,False,False,False,False
10.0,2.0,24.0,229.0,257.0,284.0,302.0,False,False,True,False,False,False,False,False,False
9.0,2.0,18.0,233.0,244.0,284.0,312.0,False,False,True,False,False,False,False,False,False
5.0,3.0,21.0,280.0,293.0,254.0,286.0,True,False,False,False,False,True,False,False,False
2.0,4.0,24.0,271.0,302.0,262.0,301.0,False,False,False,False,False,True,False,False,False
2.0,2.0,35.0,286.0,298.0,295.0,305.0,False,False,False,False,False,False,False,False,True
2.0,3.0,37.0,232.0,251.0,280.0,302.0,False,True,True,False,False,False,False,False,False
3.0,3.0,40.0,234.0,245.0,281.0,275.0,False,True,True,False,False,False,False,False,False
30.0,2.0,30.0,196.0,184.0,258.0,279.0,False,False,False,False,False,False,False,True,False
14.0,3.0,51.0,236.0,267.0,282.0,314.0,False,True,True,False,False,False,False,False,False
5.0,1.0,5.0,271.0,263.0,255.0,334.0,False,True,False,True,False,False,False,False,False
3.0,1.0,3.0,268.0,317.0,303.0,304.0,True,False,False,False,False,False,False,False,False
14.0,3.0,44.0,235.0,255.0,280.0,295.0,False,False,True,False,False,False,False,False,False
2.0,1.0,2.0,273.0,319.0,301.0,291.0,True,False,False,False,False,False,False,False,False
21.0,2.0,22.0,186.0,186.0,258.0,269.0,True,False,False,False,False,False,False,True,False
42.0,2.0,42.0,197.0,186.0,266.0,273.0,False,False,False,False,False,False,False,True,False
17.0,3.0,46.0,211.0,186.0,280.0,320.0,True,False,False,False,False,False,True,False,False
20.0,2.0,27.0,275.0,308.0,292.0,299.0,False,False,False,False,False,False,False,False,False
21.0,2.0,45.0,205.0,255.0,283.0,296.0,False,False,False,False,True,False,False,False,False
